ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
202093_s_at	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	-0.214	2.96
202096_s_at	TSPO	translocator protein	-0.896	6.249
202097_at	NUP153	nucleoporin 153	-0.23	2.362
202099_s_at	DGCR2	DiGeorge syndrome critical region gene 2	-0.241	2.54
202101_s_at	RALB	RALB Ras like proto-oncogene B	-0.548	6.248
202102_s_at	BRD4	bromodomain containing 4	0.821	8.49
202107_s_at	MCM2	minichromosome maintenance complex component 2	0.496	5.28
202110_at	COX7B	cytochrome c oxidase subunit 7B	-0.511	6.036
202114_at	SNX2	sorting nexin 2	0.159	2.191
202119_s_at	CPNE3	copine 3	-0.485	4.367
202120_x_at	AP2S1	adaptor related protein complex 2 sigma 1 subunit	-0.48	5.063
202122_s_at	PLIN3	perilipin 3	-0.485	4.582
202123_s_at	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	-0.356	5.608
202124_s_at	TRAK2	trafficking kinesin protein 2	1.345	5.354
202125_s_at	TRAK2	trafficking kinesin protein 2	0.3	2.126
202128_at	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	-0.439	3.464
202131_s_at	RIOK3	RIO kinase 3	0.435	2.223
202136_at	ZMYND11	zinc finger MYND-type containing 11	0.532	3.976
202138_x_at	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	-0.385	5.078
202139_at	AKR7A2	aldo-keto reductase family 7 member A2	-0.52	6.602
202141_s_at	COPS8	COP9 signalosome subunit 8	0.183	2.107
202150_s_at	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	-0.5	5.14
202151_s_at	UBAC1	UBA domain containing 1	-0.368	3.431
202152_x_at	USF2	upstream transcription factor 2, c-fos interacting	0.447	3.929
202153_s_at	NUP62	nucleoporin 62	-0.318	2.641
202155_s_at	NUP214	nucleoporin 214	-0.662	6.359
202156_s_at	CELF2	CUGBP, Elav-like family member 2	0.353	2.277
202159_at	FARSA	phenylalanyl-tRNA synthetase alpha subunit	-0.352	6.74
202162_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	-0.418	5.247
202164_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	-0.405	4.957
202169_s_at	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	-0.334	3.636
202173_s_at	VEZF1	vascular endothelial zinc finger 1	0.508	6.822
202178_at	PRKCZ	protein kinase C zeta	0.248	2.701
202179_at	BLMH	bleomycin hydrolase	-0.345	2.416
202181_at	SUSD6	sushi domain containing 6	-0.276	2.795
202182_at	KAT2A	lysine acetyltransferase 2A	0.309	3.429
202184_s_at	NUP133	nucleoporin 133	-0.248	3.219
202185_at	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	-0.332	3.024
202188_at	NUP93	nucleoporin 93	-0.401	6.378
202189_x_at	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1	-0.388	6.777
202195_s_at	TMED5	transmembrane p24 trafficking protein 5	-0.242	2.31
202198_s_at	MTMR3	myotubularin related protein 3	-0.79	4.556
202199_s_at	SRPK1	SRSF protein kinase 1	-0.598	3.285
202203_s_at	AMFR	autocrine motility factor receptor	-1.45	2.235
202204_s_at	AMFR	autocrine motility factor receptor	-0.401	2.173
202213_s_at	CUL4B	cullin 4B	-0.326	4.467
202216_x_at	NFYC	nuclear transcription factor Y subunit gamma	-0.804	5.657
202219_at	SLC6A8	solute carrier family 6 member 8	0.845	2.297
202223_at	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	-1.609	10.818
202224_at	CRK	CRK proto-oncogene, adaptor protein	-0.451	3.949
202225_at	CRK	CRK proto-oncogene, adaptor protein	-0.423	4.37
202226_s_at	CRK	CRK proto-oncogene, adaptor protein	-0.627	4.871
202228_s_at	NPTN	neuroplastin	-0.198	2.824
202231_at	EIF3M	eukaryotic translation initiation factor 3 subunit M	0.203	3.309
202233_s_at	UQCRHL///UQCRH	ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein	-0.277	4.235
202236_s_at	SLC16A1	solute carrier family 16 member 1	-1.241	9.859
202243_s_at	PSMB4	proteasome subunit beta 4	-0.796	9.885
202246_s_at	CDK4	cyclin dependent kinase 4	-0.281	3.523
202261_at	VPS72	vacuolar protein sorting 72 homolog	-0.317	4.056
202266_at	TDP2	tyrosyl-DNA phosphodiesterase 2	0.259	4.135
202268_s_at	NAE1	NEDD8 activating enzyme E1 subunit 1	0.374	5.097
202271_at	FBXO28	F-box protein 28	-0.314	5.355
202278_s_at	SPTLC1	serine palmitoyltransferase long chain base subunit 1	-0.64	5.978
202279_at	C14orf2	chromosome 14 open reading frame 2	-0.346	3.306
202282_at	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	-0.321	4.878
202283_at	SERPINF1	serpin family F member 1	-0.463	2.306
202292_x_at	LYPLA2	lysophospholipase II	-0.25	3.409
202296_s_at	RER1	retention in endoplasmic reticulum sorting receptor 1	-0.434	4.312
202298_at	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	-0.464	4.76
202303_x_at	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	-0.337	6.096
202304_at	FNDC3A	fibronectin type III domain containing 3A	-0.224	2.947
202316_x_at	UBE4B	ubiquitination factor E4B	-1.076	6.629
202317_s_at	UBE4B	ubiquitination factor E4B	-0.386	4.378
202321_at	GGPS1	geranylgeranyl diphosphate synthase 1	-0.345	2.935
202322_s_at	GGPS1	geranylgeranyl diphosphate synthase 1	-0.342	2.759
202325_s_at	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6	-0.327	4.571
202329_at	CSK	c-src tyrosine kinase	-0.418	7.363
202331_at	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	-0.25	3.36
202333_s_at	UBE2B	ubiquitin conjugating enzyme E2 B	0.234	4.374
202337_at	PMF1	polyamine-modulated factor 1	-0.402	3.624
202343_x_at	COX5B	cytochrome c oxidase subunit 5B	-0.576	5.72
202351_at	ITGAV	integrin subunit alpha V	-0.499	2.736
202353_s_at	PSMD12	proteasome 26S subunit, non-ATPase 12	-0.373	5.619
202358_s_at	SNX19	sorting nexin 19	-0.243	2.902
202364_at	MXI1	MAX interactor 1, dimerization protein	0.774	3.509
202369_s_at	TRAM2	translocation associated membrane protein 2	-0.308	2.305
202370_s_at	CBFB	core-binding factor beta subunit	-0.152	2.118
202372_at	RAB3GAP2///AURKAPS1	RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1	-0.173	2.416
202379_s_at	NKTR	natural killer cell triggering receptor	0.928	3.857
202381_at	ADAM9	ADAM metallopeptidase domain 9	-0.532	3.676
202387_at	BAG1	BCL2 associated athanogene 1	0.46	2.672
202390_s_at	HTT	huntingtin	-0.223	3.056
202395_at	LOC101930324///NSF	uncharacterized LOC101930324///N-ethylmaleimide sensitive factor, vesicle fusing ATPase	-0.301	5.205
202397_at	NUTF2P4///NUTF2	nuclear transport factor 2 pseudogene 4///nuclear transport factor 2	-1.199	5.645
202408_s_at	PRPF31	pre-mRNA processing factor 31	0.203	2.534
202412_s_at	USP1	ubiquitin specific peptidase 1	1.551	7.393
202417_at	KEAP1	kelch like ECH associated protein 1	-0.492	5.434
202420_s_at	DHX9	DEAH-box helicase 9	0.151	2.866
202422_s_at	ACSL4	acyl-CoA synthetase long-chain family member 4	-0.465	2.467
202423_at	KAT6A	lysine acetyltransferase 6A	0.305	3.358
202424_at	MAP2K2	mitogen-activated protein kinase kinase 2	-0.496	3.361
202428_x_at	DBI	diazepam binding inhibitor, acyl-CoA binding protein	-0.502	6.852
202429_s_at	PPP3CA	protein phosphatase 3 catalytic subunit alpha	-0.241	2.773
202438_x_at	IDS	iduronate 2-sulfatase	0.633	4.285
202439_s_at	IDS	iduronate 2-sulfatase	0.663	7.884
202441_at	ERLIN1	ER lipid raft associated 1	-0.231	2.415
202444_s_at	ERLIN1	ER lipid raft associated 1	-0.798	6.273
202448_s_at	ZER1	zyg-11 related cell cycle regulator	0.212	2.161
202457_s_at	PPP3CA	protein phosphatase 3 catalytic subunit alpha	-0.23	2.193
202467_s_at	COPS2	COP9 signalosome subunit 2	0.222	3.717
202471_s_at	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	-0.26	2.725
202472_at	MPI	mannose phosphate isomerase	0.375	2.323
202475_at	TMEM147	transmembrane protein 147	-0.352	4.008
202479_s_at	TRIB2	tribbles pseudokinase 2	-0.28	2.28
202480_s_at	DEDD	death effector domain containing	-1.469	7.065
202483_s_at	RANBP1	RAN binding protein 1	-0.565	5.73
202494_at	PPIE	peptidylprolyl isomerase E	0.218	2.339
202497_x_at	SLC2A3	solute carrier family 2 member 3	-0.439	2.337
202506_at	SSFA2	sperm specific antigen 2	-0.261	2.398
202513_s_at	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	-0.223	2.501
202518_at	BCL7B	BCL tumor suppressor 7B	-0.365	3.139
202519_at	MLXIP	MLX interacting protein	0.324	2.619
202526_at	SMAD4	SMAD family member 4	0.234	2.642
202528_at	GALE	UDP-galactose-4-epimerase	-0.468	7.616
202531_at	IRF1	interferon regulatory factor 1	-0.468	2.286
202535_at	FADD	Fas associated via death domain	-0.323	2.461
202539_s_at	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	-0.231	2.642
202540_s_at	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	-0.372	4.305
202543_s_at	GMFB	glia maturation factor beta	-0.352	3.52
202544_at	GMFB	glia maturation factor beta	-0.234	3.849
202545_at	PRKCD	protein kinase C delta	-0.673	3.406
202546_at	VAMP8	vesicle associated membrane protein 8	-0.247	5.143
202548_s_at	ARHGEF7	Rho guanine nucleotide exchange factor 7	0.195	2.23
202551_s_at	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1	0.394	2.187
202553_s_at	SYF2	SYF2 pre-mRNA splicing factor	0.204	3.889
202560_s_at	CHTOP	chromatin target of PRMT1	-0.393	4.527
202561_at	TNKS	tankyrase	-0.304	2.12
202566_s_at	SVIL	supervillin	-0.905	6.026
202567_at	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide	-0.26	4.434
202569_s_at	MARK3	microtubule affinity regulating kinase 3	-0.271	3.515
202573_at	CSNK1G2	casein kinase 1 gamma 2	-0.332	4.314
202578_s_at	DDX19A	DEAD-box helicase 19A	-0.403	3.999
202581_at	HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A	-1.896	9.807
202584_at	NFX1	nuclear transcription factor, X-box binding 1	0.364	4.246
202596_at	ENSA	endosulfine alpha	-0.291	3.83
202604_x_at	ADAM10	ADAM metallopeptidase domain 10	-0.502	4.909
202605_at	GUSB	glucuronidase beta	-0.272	4.232
202610_s_at	MED14	mediator complex subunit 14	-0.374	6.092
202613_at	CTPS1	CTP synthase 1	-0.318	4.771
202624_s_at	CABIN1	calcineurin binding protein 1	0.369	2.841
202629_at	APPBP2	amyloid beta precursor protein binding protein 2	-0.264	4.487
202630_at	APPBP2	amyloid beta precursor protein binding protein 2	-0.359	4.716
202631_s_at	APPBP2	amyloid beta precursor protein binding protein 2	-0.62	7.833
202636_at	RNF103	ring finger protein 103	-0.295	2.931
202637_s_at	ICAM1	intercellular adhesion molecule 1	-0.47	4.54
202638_s_at	ICAM1	intercellular adhesion molecule 1	-1.575	6.449
202642_s_at	TRRAP	transformation/transcription domain associated protein	-0.347	2.193
202643_s_at	TNFAIP3	TNF alpha induced protein 3	0.783	4.317
202644_s_at	TNFAIP3	TNF alpha induced protein 3	0.754	3.803
202645_s_at	MEN1	menin 1	0.388	3.411
202647_s_at	NRAS	neuroblastoma RAS viral oncogene homolog	-0.595	8.471
202648_at	TCF3	transcription factor 3	0.429	3.009
202649_x_at	RPS19	ribosomal protein S19	-0.139	2.621
202651_at	LPGAT1	lysophosphatidylglycerol acyltransferase 1	-0.302	2.391
202653_s_at	MARCH7	membrane associated ring-CH-type finger 7	0.27	4.384
202658_at	PEX11B	peroxisomal biogenesis factor 11 beta	-0.156	2.165
202659_at	PSMB10	proteasome subunit beta 10	-0.609	6.021
202661_at	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-0.266	2.323
202662_s_at	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-0.362	2.922
202670_at	MAP2K1	mitogen-activated protein kinase kinase 1	-0.22	2.75
202671_s_at	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase	-0.355	2.394
202673_at	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	0.191	2.486
202677_at	RASA1	RAS p21 protein activator 1	-0.187	2.648
202678_at	GTF2A2	general transcription factor IIA subunit 2	-0.189	2.325
202682_s_at	USP4	ubiquitin specific peptidase 4	0.309	3.225
202684_s_at	RNMT	RNA guanine-7 methyltransferase	0.381	3.27
202687_s_at	TNFSF10	tumor necrosis factor superfamily member 10	-0.581	2.798
202689_at	RBM15B	RNA binding motif protein 15B	-0.378	3.748
202693_s_at	STK17A	serine/threonine kinase 17a	0.55	4.766
202697_at	NUDT21	nudix hydrolase 21	-0.379	4.479
202706_s_at	UMPS	uridine monophosphate synthetase	-0.224	3.449
202717_s_at	CDC16	cell division cycle 16	0.282	2.463
202719_s_at	TES	testin LIM domain protein	-0.918	8.249
202720_at	TES	testin LIM domain protein	-0.297	3.472
202721_s_at	GFPT1	glutamine--fructose-6-phosphate transaminase 1	-0.494	4.968
202723_s_at	FOXO1	forkhead box O1	0.651	2.632
202724_s_at	FOXO1	forkhead box O1	0.413	2.488
202726_at	LIG1	DNA ligase 1	0.479	3.492
202727_s_at	IFNGR1	interferon gamma receptor 1	-0.328	3.123
202730_s_at	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)	-1.113	4.981
202731_at	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)	-1.116	6.028
202732_at	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	1.022	3.385
202736_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.881	5.003
202737_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.293	3.057
202738_s_at	PHKB	phosphorylase kinase regulatory subunit beta	-0.269	2.641
202745_at	USP8	ubiquitin specific peptidase 8	-0.144	2.395
202760_s_at	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2	1.143	5.089
202763_at	CASP3	caspase 3	-0.235	2.323
202774_s_at	SFSWAP	splicing factor SWAP homolog	0.399	4.616
202776_at	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	0.252	3.735
202777_at	SHOC2	SHOC2, leucine rich repeat scaffold protein	-0.293	3.779
202778_s_at	ZMYM2	zinc finger MYM-type containing 2	-0.179	2.429
202779_s_at	UBE2S	ubiquitin conjugating enzyme E2 S	-0.357	2.427
202780_at	OXCT1	3-oxoacid CoA-transferase 1	0.423	4.008
202783_at	NNT	nicotinamide nucleotide transhydrogenase	-0.263	2.317
202784_s_at	NNT	nicotinamide nucleotide transhydrogenase	-0.912	7.409
202785_at	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	-0.352	3.338
202792_s_at	PPP6R2	protein phosphatase 6 regulatory subunit 2	0.719	9.539
202793_at	LPCAT3	lysophosphatidylcholine acyltransferase 3	-0.574	6.248
202794_at	INPP1	inositol polyphosphate-1-phosphatase	-0.437	4.782
202802_at	DHPS	deoxyhypusine synthase	-0.382	5.597
202803_s_at	ITGB2	integrin subunit beta 2	-0.504	3.383
202810_at	DRG1	developmentally regulated GTP binding protein 1	0.176	2.402
202812_at	GAA	glucosidase alpha, acid	-0.575	2.194
202816_s_at	SS18	SS18, nBAF chromatin remodeling complex subunit	-0.813	7.627
202817_s_at	SS18	SS18, nBAF chromatin remodeling complex subunit	-1.166	6.761
202818_s_at	TCEB3	transcription elongation factor B subunit 3	0.435	3.657
202820_at	AHR	aryl hydrocarbon receptor	-0.383	2.397
202822_at	LPP	LIM domain containing preferred translocation partner in lipoma	-0.462	3.996
202826_at	SPINT1	serine peptidase inhibitor, Kunitz type 1	-0.699	3.002
202830_s_at	SLC37A4	solute carrier family 37 member 4	0.404	3.058
202833_s_at	SERPINA1	serpin family A member 1	-0.636	4.352
202839_s_at	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	-0.334	3.695
202840_at	TAF15	TATA-box binding protein associated factor 15	0.499	2.634
202844_s_at	RALBP1	ralA binding protein 1	0.696	7.098
202845_s_at	RALBP1	ralA binding protein 1	-0.17	2.208
202850_at	ABCD3	ATP binding cassette subfamily D member 3	-0.327	3.783
202855_s_at	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3	-0.768	3.685
202857_at	CNPY2	canopy FGF signaling regulator 2	-0.209	2.756
202858_at	U2AF1	U2 small nuclear RNA auxiliary factor 1	0.303	2.574
202859_x_at	CXCL8	C-X-C motif chemokine ligand 8	2.907	6.027
202860_at	DENND4B	DENN domain containing 4B	0.335	4.913
202862_at	FAH	fumarylacetoacetate hydrolase	-0.517	2.25
202863_at	SP100	SP100 nuclear antigen	0.436	3.749
202864_s_at	SP100	SP100 nuclear antigen	0.602	4.484
202866_at	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	-0.132	2.197
202867_s_at	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	-0.417	2.975
202871_at	TRAF4	TNF receptor associated factor 4	0.486	4.067
202872_at	ATP6V1C1	ATPase H+ transporting V1 subunit C1	-0.42	4.072
202873_at	ATP6V1C1	ATPase H+ transporting V1 subunit C1	-0.622	3.734
202874_s_at	ATP6V1C1	ATPase H+ transporting V1 subunit C1	-0.611	6.635
202875_s_at	PBX2	PBX homeobox 2	-0.308	2.638
202876_s_at	PBX2	PBX homeobox 2	0.482	3.073
202878_s_at	CD93	CD93 molecule	-0.523	3.666
202879_s_at	CYTH1	cytohesin 1	-0.81	4.379
202882_x_at	NOL7	nucleolar protein 7	0.437	6.542
202883_s_at	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	-0.818	7.663
202884_s_at	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	-0.4	2.775
202886_s_at	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	-0.545	4.407
202887_s_at	DDIT4	DNA damage inducible transcript 4	0.825	2.433
202897_at	SIRPA	signal regulatory protein alpha	-0.609	3.091
202899_s_at	SRSF3	serine and arginine rich splicing factor 3	-0.565	6.109
202900_s_at	NUP88	nucleoporin 88	0.398	3.812
202902_s_at	CTSS	cathepsin S	-0.278	3.122
202903_at	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.286	2.485
202905_x_at	NBN	nibrin	0.404	2.747
202915_s_at	FAM20B	family with sequence similarity 20 member B	-0.442	5.846
202917_s_at	S100A8	S100 calcium binding protein A8	-0.262	2.988
202925_s_at	PLAGL2	PLAG1 like zinc finger 2	-0.4	2.432
202929_s_at	DDTL///DDT	D-dopachrome tautomerase-like///D-dopachrome tautomerase	-0.79	6.382
202934_at	HK2	hexokinase 2	-0.411	2.385
202939_at	ZMPSTE24	zinc metallopeptidase STE24	-0.224	3.769
202943_s_at	NAGA	alpha-N-acetylgalactosaminidase	-0.684	4.871
202944_at	NAGA	alpha-N-acetylgalactosaminidase	-0.999	5.776
202947_s_at	GYPC	glycophorin C (Gerbich blood group)	0.685	3.308
202955_s_at	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	-0.9	9.723
202956_at	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	-0.238	4.029
202958_at	PTPN9	protein tyrosine phosphatase, non-receptor type 9	-0.614	4.909
202961_s_at	ARMC2-AS1///ATP5J2	ARMC2 antisense RNA 1///ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2	-0.351	5.095
202962_at	KIF13B	kinesin family member 13B	-0.378	2.951
202963_at	RFX5	regulatory factor X5	0.319	4.86
202969_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	-0.504	3.256
202970_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	-0.307	2.171
202971_s_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	0.584	2.971
202980_s_at	SIAH1	siah E3 ubiquitin protein ligase 1	-0.506	5.991
202981_x_at	SIAH1	siah E3 ubiquitin protein ligase 1	-0.338	3.581
202985_s_at	BAG5	BCL2 associated athanogene 5	-0.249	2.967
202996_at	POLD4	DNA polymerase delta 4, accessory subunit	-0.398	3.779
203010_at	STAT5A	signal transducer and activator of transcription 5A	-0.156	2.414
203015_s_at	SSX2IP	SSX family member 2 interacting protein	-0.489	2.664
203020_at	RABGAP1L	RAB GTPase activating protein 1 like	-0.29	4.204
203028_s_at	CYBA	cytochrome b-245 alpha chain	-0.663	4.673
203032_s_at	FH	fumarate hydratase	-0.679	3.88
203038_at	PTPRK	protein tyrosine phosphatase, receptor type K	1.483	5.142
203039_s_at	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	0.218	2.98
203044_at	CHSY1	chondroitin sulfate synthase 1	-0.211	2.115
203051_at	BAHD1	bromo adjacent homology domain containing 1	-0.255	2.482
203053_at	BCAS2	breast carcinoma amplified sequence 2	0.286	5.103
203076_s_at	SMAD2	SMAD family member 2	-0.237	3.695
203079_s_at	CUL2	cullin 2	-0.533	5.758
203080_s_at	BAZ2B	bromodomain adjacent to zinc finger domain 2B	-0.541	5.112
203090_at	SDF2	stromal cell derived factor 2	-0.28	3.51
203091_at	FUBP1	far upstream element binding protein 1	-0.363	3.601
203093_s_at	TIMM44	translocase of inner mitochondrial membrane 44	-0.589	4.932
203097_s_at	RAPGEF2	Rap guanine nucleotide exchange factor 2	-0.288	2.753
203098_at	CDYL	chromodomain Y-like	-0.495	5.699
203102_s_at	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	-0.224	2.09
203105_s_at	DNM1L	dynamin 1 like	-0.343	3.019
203109_at	UBE2M	ubiquitin conjugating enzyme E2 M	-1.359	6.776
203113_s_at	EEF1D	eukaryotic translation elongation factor 1 delta	-0.785	4.816
203115_at	FECH	ferrochelatase	0.592	2.214
203116_s_at	FECH	ferrochelatase	0.71	2.425
203117_s_at	PAN2	PAN2 poly(A) specific ribonuclease subunit	0.645	10.389
203118_at	PCSK7	proprotein convertase subtilisin/kexin type 7	-0.327	2.844
203120_at	TP53BP2	tumor protein p53 binding protein 2	-0.205	2.484
203123_s_at	SLC11A2	solute carrier family 11 member 2	0.313	2.281
203129_s_at	KIF5C	kinesin family member 5C	0.426	2.448
203133_at	SEC61B	Sec61 translocon beta subunit	-0.226	3.133
203134_at	PICALM	phosphatidylinositol binding clathrin assembly protein	-0.269	2.393
